Title,sitelink,description,logo,categories,sub-category,tags,weight,recommend,Content
爱收集资源网,https://sjsdhw.com/,"爱收集资源网每天更新大量原创技术教程,线报活动,QQ软件等，欢迎各位小刀娱乐网的基佬访问学习，给QQ爱好者们带来一个绿色温馨快乐的娱乐家园",,,,aishoujiziyuanwang,10,2,爱收集资源网-全网最精免费资源分享平台_小刀娱乐网_爱收集_爱分享
金色旋风,https://www.hackp.cn/,"金色旋风是国内老牌创业类论坛,创立于2006年，全年不间断更新创业好文，创业项目，大量互联网创业干货技术免费分享，只要您用心，新手老手都能玩好副业赚钱！ ",,,,jinsexuanfeng,10,2,"金色旋风_专注知识付费新项目_助力草根网络创业赚钱

金色旋风是国内老牌创业类论坛,创立于2006年，全年不间断更新创业好文，创业项目，大量互联网创业干货技术免费分享，只要您用心，新手老手都能玩好副业赚钱！"
资源哟,https://www.ziyuanyo.com,资源哟（www.ziyuanyo.com）专注于网络资源收集整理分享，每天更新众多优质活动资讯、精品游戏辅助、实用软件资源、免费学习教程，找资源找福利，就来资源哟！,,,,ziyuanyo,10,2,"资源哟 - 活动、软件、教程 - 综合资源聚合平台

资源哟（www.ziyuanyo.com）专注于网络资源收集整理分享，每天更新众多优质活动资讯、精品游戏辅助、实用软件资源、免费学习教程，找资源找福利，就来资源哟！"
聚收集导航网-《聚》在一起《收集》各类免费资源《导航》，从这里开始！,https://sjsdhw.com/,聚收集导航网于2020年初创立到如今，一直秉承分享各类免费资源与优质站点，且资源内容非常丰富，包括音乐、电影、游戏、软件和各种分类信息等，广受大众用户的喜爱，有助于节省用户的时间和精力。同时，其页面简单易用、资源丰富多彩、便捷实用的特点，也为广大用户带来了更好的资源查找体验。,,,,jushoujidaohangwang-juzaiyiqishoujigeleimianfeiziyuandaohangcongzhelikaishi,10,2,"聚收集导航网-《聚》在一起《收集》各类免费资源《导航》，从这里开始！

聚收集导航网于2020年初创立到如今，一直秉承分享各类免费资源与优质站点，且资源内容非常丰富，包括音乐、电影、游戏、软件和各种分类信息等，广受大众用户的喜爱，有助于节省用户的时间和精力。同时，其页面简单易用、资源丰富多彩、便捷实用的特点，也为广大用户带来了更好的资源查找体验。"
Recipe-p.com,https://recipe-p.com/,Recipe-p.com : 一个AI图像平台，专门提供AI生成的人像图片。,,AI导航,,recipe-p-com,10,2,"<a class=""css-4rbku5 css-18t94o4 css-901oao css-16my406 r-1cvl2hr r-1loqt21 r-poiln3 r-bcqeeo r-qvutc0"" dir=""ltr"" role=""link"" href=""https://t.co/90To1A6Lu6"" target=""_blank"" rel=""noopener noreferrer nofollow"" data-immersive-translate-effect=""1"" data-immersive_translate_walked=""e45e290b-c45b-4832-afda-6ee6e485d37a"">Recipe-p.com</a><span class=""css-901oao css-16my406 r-poiln3 r-bcqeeo r-qvutc0"" data-immersive-translate-effect=""1"" data-immersive_translate_walked=""e45e290b-c45b-4832-afda-6ee6e485d37a""> : 一个AI图像平台，专门提供AI生成的人像图片。</span>

提供的AI生成的人像图像是免费和可编辑的，你可以在其图库里面找到你需要的图片，在这个基础上进行更改和调整以适应你的具体需求。 由于这些都是AI生成的图片，你在使用的过程中无需担心版权或许可问题。"
Marketsy,https://marketsy.ai/,,,AI导航,AI领域实用,marketsy,10,2,"输入你想卖的东西，几秒钟内就能给你建好一个电商网站

<span class=""css-901oao css-16my406 r-poiln3 r-bcqeeo r-qvutc0"" data-immersive-translate-effect=""1"" data-immersive_translate_walked=""1b4fa034-62b9-48f2-ae66-eb09b0b61084"">给你们展示一个魔法 哈哈哈哈 这个网站确实有点惊呆我了</span><img class=""r-4qtqp9 r-dflpy8 r-sjv1od r-zw8f10 r-10akycc r-h9hxbl"" title=""张嘴和流冷汗的笑脸"" draggable=""false"" src=""https://1984a.com/wp-content/uploads/2024/04/1f605.svg"" alt=""?"" width=""20.390625"" height=""20.390625"" data-immersive-translate-effect=""1"" data-immersive_translate_walked=""1b4fa034-62b9-48f2-ae66-eb09b0b61084"" /> <a class=""css-4rbku5 css-18t94o4 css-901oao css-16my406 r-1cvl2hr r-1loqt21 r-poiln3 r-bcqeeo r-qvutc0"" dir=""ltr"" role=""link"" href=""https://t.co/ijqHk4e64R"" target=""_blank"" rel=""noopener noreferrer nofollow"" data-immersive-translate-effect=""1"" data-immersive_translate_walked=""1b4fa034-62b9-48f2-ae66-eb09b0b61084""><span class=""css-901oao css-16my406 r-poiln3 r-hiw28u r-qvk6io r-bcqeeo r-qvutc0"" aria-hidden=""true"">http://</span>Marketsy.ai</a><span class=""css-901oao css-16my406 r-poiln3 r-bcqeeo r-qvutc0"" data-immersive-translate-effect=""1"" data-immersive_translate_walked=""1b4fa034-62b9-48f2-ae66-eb09b0b61084""> 输入你想卖的东西，几秒钟内就能给你建好一个电商网站</span>"
ZHOU.XIAOYU,https://www.zhouwaiwei.net/,ZHOU.XIAOYU MODEL STUDIO - 专业外围模特服务 | 商务模特服务北京、上海、广州、深圳,,,,zhou-xiaoyu,10,2,"ZHOU.XIAOYU MODEL STUDIO - 专业外围模特服务 | 商务模特服务北京、上海、广州、深圳

欢迎来到周晓雨商务外围模特工作室！我们是您在北京、上海、广州和深圳寻找商务模特服务的首选之地。无论您身在何处，我们均能为您提供精选的外围模特，确保您在各种商务和社交场合都能拥有出色的陪伴和形象代表。 在ZHOU.XIAOYU MODEL STUDIO，我们为您提供多样化的模特资源，涵盖了北京外围模特、上海外围模特、广州外围模特以及深圳外围模特。无论您需要在哪个城市寻找优雅的陪伴，我们都能满足您的需求。 无论您需要在哪个城市寻找商务模特服务，周晓雨商务外围模特工作室都能为您提供最合适的解决方案。选择我们，让您的商务活动更加精彩和成功！"
臉紅紅 Lianhonghong,https://lianhonghong.com/,"專屬女人的優雅情慾，集合所有我們對性的好奇，對愛的討論。臉紅紅，讓女人們在這裡可以大膽說愛，優雅談性。"">",,,,lianhonghong,10,2,"專屬女人的優雅情慾，集合所有我們對性的好奇，對愛的討論。臉紅紅，讓女人們在這裡可以大膽說愛，優雅談性。""&gt;
<div id=""gtx-trans"" style=""position: absolute; left: -138px; top: 68px;"">
<div class=""gtx-trans-icon""></div>
</div>"
Ideogram-免费AI图像生成器,https://ideogram.ai/,Ideogram-免费AI图像生成器 文字数字logo设计轻松搞定,,AI导航,,ideogram-ai,10,2,"<h1 class=""post-title mb-2 mb-lg-3"">Ideogram-免费AI图像生成器 文字数字logo设计轻松搞定</h1>
<h2><span id=""Ideogram_shi_shen_me"">Ideogram是什么</span></h2>
Ideogram是一个免费的AI图像生成器，由前Google Brain研究人员创立，和其他AI图像生成器不同的是，其图像生成器在生成带有文本的图像方面具有独特优势，擅长于生成图像内文本（如LOGO上的字母、数字等等）方面，可以自定义不同的字体、大小、颜色、样式可靠地呈现图像中的字母、词汇和标志，内置其他预设风格包括3D 渲染、电影、绘画、时尚、产品、插图、概念艺术、浮世绘等，一键轻松搞定带文字、数字、logo等等图片设计，使用需要注册，目前公测免费使用无限制。

<img class=""alignnone size-full wp-image-920"" src=""https://1984a.com/wp-content/uploads/2023/09/96d68-微信截图_20230903124910.png"" alt="""" width=""803"" height=""919"" /> <img class=""alignnone size-medium wp-image-921"" src=""https://1984a.com/wp-content/uploads/2023/09/2cd9f-微信截图_20230903124940.png"" alt="""" width=""822"" height=""917"" />
<div class=""article-meta""></div>"
Civitai,https://civitai.com/,"Civitai | Stable Diffusion models, embeddings, LoRAs and more",,AI导航,,civitai,10,2,"Civitai is a platform for Stable Diffusion AI Art models. Browse a collection of thousands of models from a growing number of creators. Join an engaged community in reviewing models and sharing images with prompts to get you started.
<div id=""gtx-trans"" style=""position: absolute; left: 131px; top: 18px;"">
<div class=""gtx-trans-icon""></div>
</div>"
阿里云盘搜索神器,https://pan.justin3go.com/, 互联网具有天然的资源共享性，本小站不是资源的生产者，不存储任何资源，仅仅只是互联网的搬运工 ,,网盘搜索,,aliyunpansousuoshenqi,10,2,"justin3go是一个在线阿里云盘搜索神器，简单来说就是阿里云盘搜索引擎，可以搜索阿里云盘大的资源，喜欢什么或者想要找什么资源直接搜索即可，无需注册登录即可使用，而且没有广告，还是挺方便实用的。

<img class=""alignnone size-full wp-image-926"" src=""https://1984a.com/wp-content/uploads/2023/09/bba4d-微信截图_20230904092021.png"" alt="""" width=""872"" height=""920"" />"
Mac毒 - Mac软件下载网站（奶酪网）,https://www.macdo.cn/,Mac毒每天提供最新mac破解软件免费下载同时分享Mac使用技巧，致力于打造全网最全Mac破解软件与Mac技巧平台！,,,,mac-mac,10,2,Mac毒每天提供最新mac破解软件免费下载同时分享Mac使用技巧，致力于打造全网最全Mac破解软件与Mac技巧平台！
languagelearning语言学习,https://languagelearning.site/,语言学习 – 从初级到高级的所有资源,,,,1622,10,2,"语言学习 – 从初级到高级的所有资源

<img class=""alignnone size-full wp-image-932"" src=""https://1984a.com/wp-content/uploads/2023/09/de7ff-微信截图_20230906110710.png"" alt="""" width=""1220"" height=""812"" />"
PDF提取器 – extractpdf,https://www.extractpdf.com/zh.html,免费的在线PDF提取器。可从PDF文件中提取图像，文本和字体。无需安装，无需注册。,,PDF工具,,pdf-extractpdf,10,2,"<img src=""https://1984a.com/wp-content/uploads/2023/09/e4b92-WeChat4133648f03e27cf26b00d5e13af30506.png"" alt=""PDF提取器 - extractpdf"" />

<section>是谁每次遇到喜欢的pdf都是截图识别文字再保存的？原来这个大冤种是我（或者你）。这样不仅浪费时间，还容易让人变得暴躁</section><section></section><section>但有了这个网站，直接放文件进去，它就会把图片、文字、字体分门别类提取好，对于咱们需要经常 PDF 转 word 的人也太有用啦～</section>"
Speechling,https://speechling.com/zh/,"说出更好的语言 在一个专注于口语的非营利性语言学习平台上,  获得上1000次多种有趣的练习和免费的母语教练指导，快速达到流利演说的程度。",,教育导航,,speechling,10,2,"<h1>说出更好的语言</h1>
<p id=""slogan-part-two"" class=""hidden-sm hidden-xs ultra-short-hide"">在一个专注于口语的非营利性语言学习平台上,</p>
获得上1000次多种有趣的练习和免费的母语教练指导，快速达到流利演说的程度。
<h3><span id=""yu_yan_xue_xi_ping_taiSpeechling_jie_shao"">语言学习平台Speechling介绍</span></h3>
Speechling，一个专注于<strong>口语</strong>的非营利性<strong>语言学习平台</strong>，是美国加州501(c)3教育非营利组织，致力于为世界上任何人<strong>提供最高质量的免费语言教育</strong>，网站目前<strong>支持</strong>英语、法语、中文、等等<strong>16多种语言练习</strong>，<strong>注册用户</strong>可以进行<strong>免费</strong>的听写、听力、词汇等等练习，感兴趣的用户可以前往学习，当然如果重度用户可以<strong>付费解锁更专业</strong>的口语学习<strong>工具</strong>，不过A姐觉得，刚刚开始可以体验一下，免费用户提供的工具也是很多的，足够用了。"
在线表格转工具TableConvert,https://tableconvert.com/zh-cn/,TableConvert 是一个基于web的免费且强大在线表格转换工具，它可以在 Excel、CSV、LaTeX 表格、HTML、JSON 数组、insert SQL、Markdown 表格 和 MediaWiki 表格等之间进行互相转换，也可以通过在线表格编辑器轻松的创建和生成 Markdown 表格，内置一个小表格编辑器，与 Microsoft Excel 中的单元格非常相似，主要帮助用户让表格的使用变得更容易。,,,,tableconvert,10,2,"<h3><span id=""zai_xian_biao_ge_zhuan_gong_juTableConvert"">在线表格转工具TableConvert</span></h3>
TableConvert 是一个基于web的免费且强大在线表格转换工具，它可以在 Excel、CSV、LaTeX 表格、HTML、JSON 数组、insert SQL、Markdown 表格 和 MediaWiki 表格等之间进行互相转换，也可以通过在线表格编辑器轻松的创建和生成 Markdown 表格，内置一个小表格编辑器，与 Microsoft Excel 中的单元格非常相似，主要帮助用户让表格的使用变得更容易。

<img class=""alignnone size-full wp-image-944"" src=""https://1984a.com/wp-content/uploads/2023/09/28a23-_20230908154746.png"" alt="""" width=""1728"" height=""901"" /> <img class=""alignnone size-medium wp-image-945"" src=""https://1984a.com/wp-content/uploads/2023/09/32299-_20230908154758.png"" alt="""" width=""1702"" height=""915"" />

&nbsp;"
素颜Api,https://api.suyanw.cn/,我们致力于为用户提供稳定、快速的免费API数据接口服务，服务器采用国内高防，稳定运行。 共收录了 146 个接口,,,,api,10,2,"我们致力于为用户提供稳定、快速的免费API数据接口服务，服务器采用国内高防，稳定运行。
<span class=""package-amount"">共收录了 <strong>146 </strong>个接口</span>

<img class=""alignnone size-full wp-image-949"" src=""https://1984a.com/wp-content/uploads/2023/09/440fe-微信截图_20230908221935.png"" alt="""" width=""1618"" height=""914"" />"
Yandex Translate,https://translate.yandex.com/ocr,Yandex Translate-在线图片文字翻译工具 ORC,,,,yandex-translate,10,2,"Yandex Translate是一款俄罗斯的在线翻译工具，在线翻译图像和照片中的文本，支持 90 多种语言，Yandex是俄罗斯的搜索引擎，类似于谷歌搜索和谷歌翻译，不过Yandex Translate可以使用国内网路直接访问，而且图片翻译支持JPG, PNG, GIF和其他格式，图片大小最大支持5 MB ，也可以直接使用图片链接，非常方便。

<img class=""alignnone size-full wp-image-952"" src=""https://1984a.com/wp-content/uploads/2023/09/8f35a-微信截图_20230908224816.png"" alt="""" width=""1256"" height=""763"" /> <img class=""alignnone size-medium wp-image-953"" src=""https://1984a.com/wp-content/uploads/2023/09/d1656-微信截图_20230908224859.png"" alt="""" width=""896"" height=""679"" />"
磁力搜索,https://cilisousuo.com/,干净的磁力搜索引擎-,,网盘搜索,,cilisousuo,10,2,"<h1 class=""post-title mb-2 mb-lg-3"">干净的磁力搜索引擎-磁力搜索</h1>
<h2><span id=""ci_li_sou_suo"">磁力搜索</span></h2>
磁力搜索是一个在线干净的磁力搜索引擎，搜索界面比较简约，磁力搜索结果精准、而且奇怪的东西不多，无需注册登录，可用来搜索车牌号、学习资料、影视等等资源。

<img class=""alignnone size-full wp-image-957"" src=""https://1984a.com/wp-content/uploads/2023/09/8d4ec-微信截图_20230908231125.png"" alt="""" width=""866"" height=""796"" />"
数据搜索-在线百度网盘资源搜索引擎,https://ysxjjkl.souyisou.top/,数据搜索-在线百度网盘资源搜索引擎,,网盘搜索,,shujusousuo-zaixianbaiduwangpanziyuansousuoyinqing,10,2,"<h2><span id=""shu_ju_sou_suo"">数据搜索</span></h2>
数据搜索是一个在线百度网盘资源搜索引擎，直接输入关键词即可搜索百度网盘资源，而且还显示提取码，无需注册登录，非常方便。

<img class=""alignnone size-full wp-image-962"" src=""https://1984a.com/wp-content/uploads/2023/09/3d7ba-数据搜索-在线百度网盘资源搜索引擎.jpg"" alt="""" width=""1572"" height=""1702"" />
<div class=""article-meta""></div>"
,https://recipe-p.com/,人工智能AI人物生成器和AI图库-Recipe p,,AI导航,,1630,10,2,"<h2><span id=""Recipe_p"">Recipe p</span></h2>
Recipe-p 是一个提供人工智能AI人物生成器和AI生成图像的库存图像平台。通过 Recipe-p，用户可以访问大量人工智能生成的库存图像，这些图像与现实生活中的照片非常相似。此外，Recipe-p 免费提供人工智能生成的图像，不过用户只可以从年龄和AI创意两个方面进行AI人物生成，生成的图片拥有完整的使用权。因此，所有形式的使用，包括商业和转售，都是允许的。此外，图像许可证没有有效期，使用户能够创建个性化且独特的库存图像。

<img class=""alignnone size-medium wp-image-966"" src=""https://1984a.com/wp-content/uploads/2023/09/94c3c-AI人工智能AI人物生成器和AI图库-Recipe-p-1536x1231-1.jpeg"" alt="""" />"
Free Stock Video,https://free-stock.video/,无水印免费4K视频素材网站 可商用-Free Stock Video,,,,free-stock-video,10,2,"<h2><span id=""Free_Stock_Video"">Free Stock Video</span></h2>
Free Stock Video是一个在线无水印免费4K视频素材网站，提供各种类型的4k、1080p的视频素材共免费下载，包括美食、水、自然、冬季、无人机、云朵、慢动作、夕阳、动态背景、缩时摄影、旅游和烟火，也可通过关键词搜索方式找到相关视频素材内容，而且视频素材支持商用，视频素材库每周更新。<img class=""alignnone size-full wp-image-969"" src=""https://1984a.com/wp-content/uploads/2023/09/2a706-微信截图_20230912222852.png"" alt="""" width=""1881"" height=""920"" />
<div id=""gtx-trans"" style=""position: absolute; left: 288px; top: 16.5938px;"">
<div class=""gtx-trans-icon""></div>
</div>"
Versus,https://versus.com/cn,Versus：在线全球物品可视化比较平台 ,,,,versus,10,2,"<h2><span id=""Versus_shi_shen_me"">Versus是什么</span></h2>
Versus是一个成熟的在线全球物品可视化比较平台，从比较手机到比较城市，涵盖 90 多个类别，可以在线比较智能手机、相机、耳机、显卡等，Versus 提供详细的技术规格、数据可视化和价格比较，是从智能手机到 PC 硬件等各种消费电子产品的最佳产品查找器、对比工具。

<img class=""alignnone size-full wp-image-972"" src=""https://1984a.com/wp-content/uploads/2023/09/6bc0e-微信截图_20230912223335.png"" alt="""" width=""714"" height=""895"" />"
识字体-在线字体识别工具,https://www.likefont.com/,识字体-在线字体识别工具,,,,shiziti-zaixianzitishibiegongju,10,2,"<h2><span id=""shi_zi_ti"">识字体</span></h2>
识字体是个免费在线字体识别工具，提供在线字体识别、品牌识别、字体下载、字体搜索和问答社区的在线网站，字体识别能够无人值守的自动识别和自动/手动拼字，结合人工智能、大数据和搜索技术，可快速识别中文、英文、日文、韩文等全球文字，帮你购买与使用合规字体避免字体侵权风险，而且也支持软件端的字体识别，可以下载体验。

<img class=""alignnone size-full wp-image-975"" src=""https://1984a.com/wp-content/uploads/2023/09/e42d0-微信截图_20230915135536.png"" alt="""" width=""756"" height=""909"" />"
NoteAI.com,NoteAI.com,NoteAI.com 一个很简洁但是很好用的搜索总结工具 你,,AI导航,,noteai-com,10,2,"<a class=""css-4rbku5 css-18t94o4 css-901oao css-16my406 r-1cvl2hr r-1loqt21 r-poiln3 r-bcqeeo r-qvutc0"" dir=""ltr"" role=""link"" href=""https://t.co/uIqTiXFnOG"" target=""_blank"" rel=""noopener noreferrer nofollow"" data-immersive-translate-effect=""1"" data-immersive_translate_walked=""94d544ba-044d-4208-9662-12f3751cb09c"">NoteAI.com</a><span class=""css-901oao css-16my406 r-poiln3 r-bcqeeo r-qvutc0"" data-immersive-translate-effect=""1"" data-immersive_translate_walked=""94d544ba-044d-4208-9662-12f3751cb09c""> 一个很简洁但是很好用的搜索总结工具 你输入问题，它会从搜索引擎返回的网页结果里面，总结出结果，然后给你很精简和准确的答案。 网站很简洁，什么也没有，连个介绍都没，不知道使用了哪一家的AI技术。</span><img class=""r-4qtqp9 r-dflpy8 r-sjv1od r-zw8f10 r-10akycc r-h9hxbl"" title=""微笑的脸"" draggable=""false"" src=""https://1984a.com/wp-content/uploads/2024/04/1f642.svg"" alt=""?"" width=""20.390625"" height=""20.390625"" data-immersive-translate-effect=""1"" data-immersive_translate_walked=""94d544ba-044d-4208-9662-12f3751cb09c"" />"
https://ugener.com,https://ugener.com,在线各国虚拟身份信息生成工具 包括随机信用卡号码生成器 虚假随机用户名生成器， 还提供临时邮件和在线短信接码,,,,https-ugener-com,10,2,"<span class=""css-901oao css-16my406 r-poiln3 r-bcqeeo r-qvutc0"" data-immersive-translate-effect=""1"" data-immersive_translate_walked=""a509b83f-4b94-43a0-a1e3-e74694edba1a"">在线各国虚拟身份信息生成工具 包括随机信用卡号码生成器 虚假随机用户名生成器， 还提供临时邮件和在线短信接码 </span><img class=""r-4qtqp9 r-dflpy8 r-sjv1od r-zw8f10 r-10akycc r-h9hxbl"" title=""食指指背往右指"" draggable=""false"" src=""https://1984a.com/wp-content/uploads/2024/04/1f449.svg"" alt=""?"" width=""18"" height=""18"" data-immersive-translate-effect=""1"" data-immersive_translate_walked=""a509b83f-4b94-43a0-a1e3-e74694edba1a"" />"
新剧场,https://www.xinjuc.com/,新剧场 - 一个网盘资源分享小站,,娱乐休闲,,xinjuchang,10,2,"新剧场 - 一个网盘资源分享小站

新剧场收集互联网上热播电视剧，好看电影，最新动漫、综艺等影视和其他类的百度网盘资源，为大家提供一个百度云网盘的免费下载平台，提供各类影视百度网盘资源下载。"
ZLibrary,https://zh.go-to-zlibrary.se/#desktop_app_tab,支持 16 种语言版本、490多万本电子书资源,,"娱乐休闲,网络生活",电子书刊,zlibrary,10,2,支持 16 种语言版本、490多万本电子书资源
SaltTiger,https://salttiger.com/,大厂出品的编程电子书集结，涵盖Python、C++、C#、Java、Android、iOS 等领域！,,"娱乐休闲,网络生活",电子书刊,salttiger,10,2,大厂出品的编程电子书集结，涵盖Python、C++、C#、Java、Android、iOS 等领域！
内酷网,http://neikuw.com,通过百度网盘分享电子书,,"娱乐休闲,网络生活",电子书刊,neikuwang,10,2,通过百度网盘分享电子书
恩京书房,https://www.enjing.com,界面非常好，提供多种格式下载,,"娱乐休闲,网络生活",电子书刊,enjingshufang,10,2,界面非常好，提供多种格式下载
三秋书屋,https://www.d4j.cn,新站，通过百度网盘下载,,"娱乐休闲,网络生活",电子书刊,sanqiushuwu,10,2,新站，通过百度网盘下载
sobooks,https://sobooks.cc,kindle电子书社区,,"娱乐休闲,网络生活",电子书刊,sobooks,10,2,kindle电子书社区
沉金书屋,https://www.chenjin5.com,需关注公众号才能下载,,"娱乐休闲,网络生活",电子书刊,chenjinshuwu,10,2,需关注公众号才能下载
火岸电子书,https://huoan.net,书不多，网盘分享,,"娱乐休闲,网络生活",电子书刊,huoandianzishu,10,2,书不多，网盘分享
电子书根据地,http://www.66books.cn,需关注微信公众号才能下载,,"娱乐休闲,网络生活",电子书刊,dianzishugenjude,10,2,需关注微信公众号才能下载
相识电子书,http://www.xiangshi123.com,通过百度网盘分享，有些失效了,,"娱乐休闲,网络生活",电子书刊,xiangshidianzishu,10,2,通过百度网盘分享，有些失效了
电子书基地,http://www.dzs.so,书不多，更新慢,,"娱乐休闲,网络生活",电子书刊,dianzishujide,10,2,书不多，更新慢
爱悦读,https://www.iyd.wang,量少，有一阵子未更新,,"娱乐休闲,网络生活",电子书刊,aiyuedu,10,2,量少，有一阵子未更新
看kindle,https://www.lookkindle.com,需注册，部分资源需付费,,"娱乐休闲,网络生活",电子书刊,kindle,10,2,需注册，部分资源需付费
花卷妈,http://www.huajuanma.com,专注儿童电子书资源,,"娱乐休闲,网络生活",电子书刊,huajuanma,10,2,专注儿童电子书资源
知识库,https://book.zhishikoo.com,界面友好，无需注册，通过百度网盘下载,,"娱乐休闲,网络生活",电子书刊,zhishiku,10,2,界面友好，无需注册，通过百度网盘下载
逗分享,http://book.idoubi.net,广告多，下载比较麻烦,,"娱乐休闲,网络生活",电子书刊,doufenxiang,10,2,广告多，下载比较麻烦
读书达人,http://www.dushudaren.com,需关注微信公众号,,"娱乐休闲,网络生活",电子书刊,dushudaren,10,2,需关注微信公众号
书山有路,http://www.ssylu.com,博客式电子书分享下载站,,"娱乐休闲,网络生活",电子书刊,shushanyoulu,10,2,博客式电子书分享下载站
壹书,http://www.onebooks.cn,有书单有资源,,"娱乐休闲,网络生活",电子书刊,yishu,10,2,有书单有资源
微米电子书分享,https://www.dzsfx.com,通过网盘分享,,"娱乐休闲,网络生活",电子书刊,weimidianzishufenxiang,10,2,通过网盘分享
rejoice博客,http://www.rejoiceblog.com,博客式电子书下载站,,"娱乐休闲,网络生活",电子书刊,rejoice,10,2,博客式电子书下载站
锐读网,https://www.readuu.com,通过百度网盘分享,,"娱乐休闲,网络生活",电子书刊,ruiduwang,10,2,通过百度网盘分享
精品电子书,https://dylanbai8.github.io/ideahub,基于github，约10G电子书，都是2015年前的,,"娱乐休闲,网络生活",电子书刊,jingpindianzishu,10,2,基于github，约10G电子书，都是2015年前的
技术电子书,http://jsebook.com,技术类书籍，下载需注册登陆，书不多,,"娱乐休闲,网络生活",电子书刊,jishudianzishu,10,2,技术类书籍，下载需注册登陆，书不多
书栈网,https://www.bookstack.cn,开源IT类书籍、文档分享站,,"娱乐休闲,网络生活",电子书刊,shuzhanwang,10,2,开源IT类书籍、文档分享站
码农电子书,https://book.mzh.ren,IT类书站，书少(已停更),,"娱乐休闲,网络生活",电子书刊,manongdianzishu,10,2,IT类书站，书少(已停更)
我的黄金屋,http://goldroom.top,需注册,,"娱乐休闲,网络生活",电子书刊,wodehuangjinwu,10,2,需注册
风陵渡书屋,http://www.eybook.com,新站,,"娱乐休闲,网络生活",电子书刊,fenglingdushuwu,10,2,新站
掌上书苑,https://www.soepub.com,需注册,,"娱乐休闲,网络生活",电子书刊,zhangshangshuyuan,10,2,需注册
我爱书籍,http://www.52book.me,分类较简单,,"娱乐休闲,网络生活",电子书刊,woaishuji,10,2,分类较简单
AIBOOKS,https://aibooks.club,需关注微信公众号获取提取码,,"娱乐休闲,网络生活",电子书刊,aibooks,10,2,需关注微信公众号获取提取码
Moreread,http://moreread.me,数不多，需注册，可推送,,"娱乐休闲,网络生活",电子书刊,moreread,10,2,数不多，需注册，可推送
kindlefree,http://www.kindlefree.cn,不提供下载，注册后推送,,"娱乐休闲,网络生活",电子书刊,kindlefree,10,2,不提供下载，注册后推送
kindle吧,https://www.shuyingyin.com,书站导航,,"娱乐休闲,网络生活",电子书刊,kindle-2,10,2,书站导航
辣豆瓣,http://ladouban.com,界面友好，有书单书摘,,"娱乐休闲,网络生活",电子书刊,ladouban,10,2,界面友好，有书单书摘
分享,http://book.share2uu.com,书籍数量不小,,"娱乐休闲,网络生活",电子书刊,fenxiang,10,2,书籍数量不小
推书圈,http://www.vzhuanba.com,新站，书较少,,"娱乐休闲,网络生活",电子书刊,tuishuquan,10,2,新站，书较少
三分钟书屋,https://www.sanfenzhong.net,模仿我的小书屋，已断更数月,,"娱乐休闲,网络生活",电子书刊,sanfenzhongshuwu,10,2,模仿我的小书屋，已断更数月
书堆阅读,https://www.werebook.com,书不算太多,,"娱乐休闲,网络生活",电子书刊,shuduiyuedu,10,2,书不算太多
芒果读书,http://diumx.com,精校电子书，需注册,,"娱乐休闲,网络生活",电子书刊,mangguodushu,10,2,精校电子书，需注册
千秋书在,https://www.qqszz.com,游客可免费下载,,"娱乐休闲,网络生活",电子书刊,qianqiushuzai,10,2,游客可免费下载
书聚,http://ebookg.com,需付费,,"娱乐休闲,网络生活",电子书刊,shuju,10,2,需付费
图书网,http://www.ziliaoh.com,资源尚可,,"娱乐休闲,网络生活",电子书刊,tushuwang,10,2,资源尚可
书单,https://ebooklist.mobi,需关注微信公众号才能下载,,"娱乐休闲,网络生活",电子书刊,shudan,10,2,需关注微信公众号才能下载
KDBooks,https://www.kdlbook.cn,需关注公众号，获取验证码,,"娱乐休闲,网络生活",电子书刊,kdbooks,10,2,需关注公众号，获取验证码
爱分享读书,http://www.ishareread.com,需注册,,"娱乐休闲,网络生活",电子书刊,aifenxiangdushu,10,2,需注册
电子书下载,https://bookzhai.com,新站，量不大，而且有一阵子没更新,,"娱乐休闲,网络生活",电子书刊,dianzishuxiazai,10,2,新站，量不大，而且有一阵子没更新
Nmod,https://www.nmod.net,书不多，但好在质量不错,,"娱乐休闲,网络生活",电子书刊,nmod,10,2,书不多，但好在质量不错
淘书党,https://www.taoshudang.com,大部分书需关注微信公众号后才能下载，而且还得看站长时间,,"娱乐休闲,网络生活",电子书刊,taoshudang,10,2,大部分书需关注微信公众号后才能下载，而且还得看站长时间
点书网,http://www.gezhongshu.com,需注册登录，免费下载次数有限,,"娱乐休闲,网络生活",电子书刊,dianshuwang,10,2,需注册登录，免费下载次数有限
读书小站,https://ibooks.org.cn,确实是小站，更新较慢,,"娱乐休闲,网络生活",电子书刊,dushuxiaozhan,10,2,确实是小站，更新较慢
Iread,http://www.iread.cf,需要注册，免费用户一天可下载三本,,"娱乐休闲,网络生活",电子书刊,iread,10,2,需要注册，免费用户一天可下载三本
zure,https://zure.fun,需注册，还不错,,"娱乐休闲,网络生活",电子书刊,zure,10,2,需注册，还不错
走读派,http://www.zoudupai.com,书站导航,,"娱乐休闲,网络生活",电子书刊,zoudupai,10,2,书站导航
Kindle伴侣,https://bookf,,,"娱乐休闲,网络生活",电子书刊,kindle-3,10,2,
